plastid;plastname;wellid;wellname
1778;ЯТ5/7;952608;18023
1778;ЯТ5/7;952602;74848
1778;ЯТ5/7;952494;46453
1778;ЯТ5/7;952460;93835В
1757;РЛ;952824;56013
1778;ЯТ5/7;952442;45243Б
1778;ЯТ5/7;952434;98960
1778;ЯТ5/7;952414;77483Р
1778;ЯТ5/7;952372;67953К
1778;ЯТ5/7;952360;65802К
1778;ЯТ5/7;952298;96446Р
1778;ЯТ5/7;952280;9919В
1778;ЯТ5/7;952246;60546К
1778;ЯТ5/7;952210;29878
1778;ЯТ5/7;952192;37313
1778;ЯТ5/7;952170;14913Б
1778;ЯТ5/7;952152;42048Б
1778;ЯТ5/7;952136;79836
1778;ЯТ5/7;952124;58393В
1778;ЯТ5/7;952120;34315
1778;ЯТ5/7;952104;53972
1778;ЯТ5/7;952042;15828
1778;ЯТ5/7;951994;31701К
1778;ЯТ5/7;951850;96729
1757;РЛ;952452;34358
1778;ЯТ5/7;952276;61047Б
1778;ЯТ5/7;952274;76308
1778;ЯТ5/7;952244;8325Б
1778;ЯТ5/7;952238;73110К
1778;ЯТ5/7;952216;5159Р
1778;ЯТ5/7;952186;69386
1778;ЯТ5/7;952184;4784
1778;ЯТ5/7;952112;74823
1778;ЯТ5/7;952100;73129
1778;ЯТ5/7;952092;63573
1778;ЯТ5/7;952064;22179К
1778;ЯТ5/7;952060;85803
1757;РЛ;952326;97777В
1778;ЯТ5/7;951700;99209Р
1778;ЯТ5/7;951684;14359
1778;ЯТ5/7;951680;73398К
1778;ЯТ5/7;951648;14858
1778;ЯТ5/7;951632;9455
1778;ЯТ5/7;951580;70680К
1778;ЯТ5/7;951572;16558
1778;ЯТ5/7;951558;84444
1778;ЯТ5/7;951464;9889
1778;ЯТ5/7;951462;2696
1778;ЯТ5/7;951454;98764
1778;ЯТ5/7;951442;54971
1778;ЯТ5/7;951392;69799
1778;ЯТ5/7;951388;69378
1778;ЯТ5/7;951372;57497
1778;ЯТ5/7;951362;46605К
1778;ЯТ5/7;951612;2766К
1778;ЯТ5/7;951514;9521
1778;ЯТ5/7;951504;64524К
1778;ЯТ5/7;951498;46770
1778;ЯТ5/7;951494;97542Б
1778;ЯТ5/7;951492;42608Р
1778;ЯТ5/7;951478;97877Р
1778;ЯТ5/7;951416;14321Р
1778;ЯТ5/7;951408;77524
1778;ЯТ5/7;951402;94594
1778;ЯТ5/7;951378;41648
1778;ЯТ5/7;951368;49984
1757;РЛ;951642;1654
1778;ЯТ5/7;951312;18179
1778;ЯТ5/7;951278;83502Б
1778;ЯТ5/7;951222;60924К
1778;ЯТ5/7;951196;83228
1778;ЯТ5/7;951152;86063
1778;ЯТ5/7;951108;94186В
1778;ЯТ5/7;951048;68237
1778;ЯТ5/7;951038;33016
1778;ЯТ5/7;951010;71984Р
1778;ЯТ5/7;950916;37239
1778;ЯТ5/7;950846;92009Р
1757;РЛ;951348;5474Р
1778;ЯТ5/7;951324;8964Б
1778;ЯТ5/7;951314;76816В
1778;ЯТ5/7;951192;27543К
1778;ЯТ5/7;951170;57033Б
1778;ЯТ5/7;951162;8068
1778;ЯТ5/7;951124;56246
1778;ЯТ5/7;951104;43582
1778;ЯТ5/7;951102;4574Р
1778;ЯТ5/7;951036;7070
1778;ЯТ5/7;950958;79945
1778;ЯТ5/7;950942;62250
1778;ЯТ5/7;950902;57203
1757;РЛ;951268;95133К
1778;ЯТ5/7;951116;36970
1778;ЯТ5/7;951018;95141Р
1778;ЯТ5/7;951002;36300К
1778;ЯТ5/7;950968;20112
1778;ЯТ5/7;950946;2981Р
1778;ЯТ5/7;950940;89830В
1778;ЯТ5/7;950918;51371
1778;ЯТ5/7;950844;82858
1778;ЯТ5/7;950814;11601Б
1778;ЯТ5/7;950792;89570Р
1778;ЯТ5/7;950778;79870
1778;ЯТ5/7;950762;61935
1778;ЯТ5/7;950618;60997
1778;ЯТ5/7;950524;69869Р
1778;ЯТ5/7;950516;44255Р
1778;ЯТ5/7;950510;78114К
1778;ЯТ5/7;950466;86157Б
1778;ЯТ5/7;950456;29375
1778;ЯТ5/7;950440;83422В
1778;ЯТ5/7;950332;69220В
1778;ЯТ5/7;950326;66562
1778;ЯТ5/7;950324;64777
1778;ЯТ5/7;950322;34408В
1757;РЛ;950660;25122К
1778;ЯТ5/7;950536;73684В
1778;ЯТ5/7;950530;32564Р
1778;ЯТ5/7;950526;96353
1778;ЯТ5/7;950506;31411В
1778;ЯТ5/7;950430;32376К
1778;ЯТ5/7;950426;55816
1778;ЯТ5/7;950414;16789
1778;ЯТ5/7;950394;4488
1778;ЯТ5/7;950328;88512
1778;ЯТ5/7;950318;55963В
1778;ЯТ5/7;950316;17758В
1778;ЯТ5/7;950310;63532В
1778;ЯТ5/7;950422;54650Р
1778;ЯТ5/7;950364;64782Б
1778;ЯТ5/7;950358;843
1778;ЯТ5/7;950292;92234Р
1778;ЯТ5/7;950282;74902
1778;ЯТ5/7;950276;66252К
1778;ЯТ5/7;950256;49933В
1778;ЯТ5/7;950206;98020В
1778;ЯТ5/7;950200;12653
1778;ЯТ5/7;950182;58941Б
1778;ЯТ5/7;950178;33941Р
1778;ЯТ5/7;944657;25285
1778;ЯТ5/7;944653;81141
1778;ЯТ5/7;944649;90655
1778;ЯТ5/7;944617;6696Б
1757;РЛ;950438;3867
1788;ЯТ7/7;1000916;21494Р
1778;ЯТ5/7;1000916;21494Р
1778;ЯТ5/7;944509;25894В
1778;ЯТ5/7;944451;52454Р
1778;ЯТ5/7;944357;91381
1778;ЯТ5/7;944349;39384Б
1778;ЯТ5/7;944345;20239
1778;ЯТ5/7;944333;61565
1778;ЯТ5/7;944327;9862
1778;ЯТ5/7;944213;57529В
1778;ЯТ5/7;944211;99290Р
1778;ЯТ5/7;944203;13905Б
1778;ЯТ5/7;944199;28655
1778;ЯТ5/7;944149;71049К
1778;ЯТ5/7;944137;41580Б
1778;ЯТ5/7;944115;151
1757;РЛ;944543;40088Р
1778;ЯТ5/7;944087;96811
1778;ЯТ5/7;944081;32764
1778;ЯТ5/7;944065;71952
1757;РЛ;944127;94663В
1778;ЯТ5/7;944085;74369Р
1778;ЯТ5/7;944055;20675Р
1757;РЛ;944125;70744
2176;ЯТ5;993435;54983Р
2176;ЯТ5;968675;17275
2082;ЕТX/7;975995;3850
2082;ЕТX/7;970035;60475
2135;ЕТ79;944637;89935
2176;ЯТ5;970075;48107Р
2083;ЕТX/5;955380;84298
2083;ЕТX/5;955376;45313
2083;ЕТX/5;955374;20503В
2083;ЕТX/5;955216;93797
2083;ЕТX/5;954980;39354
2082;ЕТX/7;955380;84298
2082;ЕТX/7;955374;20503В
2082;ЕТX/7;955328;38381
2082;ЕТX/7;955326;27553
2082;ЕТX/7;955324;25716К
2082;ЕТX/7;955322;9923
2082;ЕТX/7;955238;77936
2082;ЕТX/7;955164;86632
2082;ЕТX/7;955014;68009
2082;ЕТX/7;955002;45170
2082;ЕТX/7;954990;95134
2082;ЕТX/7;954984;3018К
2082;ЕТX/7;954980;39354
2082;ЕТX/7;954974;56129
1757;РЛ;955440;5510Р
1757;РЛ;955438;2835Б
1757;РЛ;955436;96130В
2083;ЕТX/5;955228;45942
2083;ЕТX/5;955206;18433В
2083;ЕТX/5;955194;8668В
2083;ЕТX/5;955176;97258
2082;ЕТX/7;955230;76264
2082;ЕТX/7;955206;18433В
2082;ЕТX/7;955194;8668В
2082;ЕТX/7;955176;97258
2082;ЕТX/7;955128;13865
2082;ЕТX/7;955106;87776
2082;ЕТX/7;955036;28360В
2082;ЕТX/7;955026;36224
2082;ЕТX/7;955024;44005
2082;ЕТX/7;955020;55890Б
2082;ЕТX/7;954968;67760
2082;ЕТX/7;954954;89448
2082;ЕТX/7;954944;67976
2082;ЕТX/7;954940;33788Р
2083;ЕТX/5;954898;9750К
2083;ЕТX/5;954886;97701
2083;ЕТX/5;954850;84998Р
2083;ЕТX/5;954812;70620
2083;ЕТX/5;954810;51964
2083;ЕТX/5;954788;72492
2082;ЕТX/7;954924;38792Р
2082;ЕТX/7;954904;46151
2082;ЕТX/7;954902;79814Р
2082;ЕТX/7;954898;9750К
2082;ЕТX/7;954886;97701
2082;ЕТX/7;954872;4110
2082;ЕТX/7;954850;84998Р
2082;ЕТX/7;954848;71007
2082;ЕТX/7;954836;28399
2082;ЕТX/7;954824;81586В
2082;ЕТX/7;954812;70620
2082;ЕТX/7;954810;51964
2082;ЕТX/7;954788;72492
2082;ЕТX/7;954762;38524
2082;ЕТX/7;954752;13258В
2082;ЕТX/7;954746;12756К
2083;ЕТX/5;954722;8390Р
2083;ЕТX/5;954718;24104Р
2083;ЕТX/5;954650;7196
2083;ЕТX/5;954588;54093К
2082;ЕТX/7;954722;8390Р
2082;ЕТX/7;954718;24104Р
2082;ЕТX/7;954710;48467Р
2082;ЕТX/7;954684;41965
2082;ЕТX/7;954682;48735Б
2082;ЕТX/7;954650;7196
2082;ЕТX/7;954638;22397
2082;ЕТX/7;954636;13965
2082;ЕТX/7;954570;11345
2082;ЕТX/7;954566;89287
2082;ЕТX/7;954558;11270Р
2083;ЕТX/5;954548;56333Р
2083;ЕТX/5;954526;59594
2083;ЕТX/5;954524;99772
2083;ЕТX/5;954496;13644Б
2083;ЕТX/5;954492;27722Р
2083;ЕТX/5;954490;77197
2083;ЕТX/5;954414;45212
2082;ЕТX/7;954548;56333Р
2082;ЕТX/7;954532;70576
2082;ЕТX/7;954526;59594
2082;ЕТX/7;954524;99772
2082;ЕТX/7;954512;63219К
2082;ЕТX/7;954496;13644Б
2082;ЕТX/7;954492;27722Р
2082;ЕТX/7;954490;77197
2082;ЕТX/7;954442;82945В
2082;ЕТX/7;954410;94125К
2082;ЕТX/7;954392;65363
2083;ЕТX/5;954428;35229К
2083;ЕТX/5;954370;73773Б
2082;ЕТX/7;954530;68571Б
2082;ЕТX/7;954514;94069В
2082;ЕТX/7;954482;24031В
2082;ЕТX/7;954462;49906В
2082;ЕТX/7;954458;62991Б
2082;ЕТX/7;954456;9179
2082;ЕТX/7;954438;39371
2082;ЕТX/7;954432;34226
2082;ЕТX/7;954430;54774Б
2082;ЕТX/7;954388;11795
2082;ЕТX/7;954380;80058К
2082;ЕТX/7;954376;34207
2082;ЕТX/7;954370;73773Б
2135;ЕТ79;954346;38046К
2135;ЕТ79;954332;54365
2135;ЕТ79;954324;87606Б
2135;ЕТ79;954278;69765
2135;ЕТ79;954272;4957
2135;ЕТ79;954266;17129Р
2135;ЕТ79;954260;10417
2135;ЕТ79;954202;61166Р
2135;ЕТ79;954194;60335
2135;ЕТ79;954188;94345
2135;ЕТ79;954140;34749Б
2135;ЕТ79;954116;79197
2135;ЕТ79;954114;65298К
2135;ЕТ79;954112;87971
1757;РЛ;954290;92968
1757;РЛ;954288;65798
1757;РЛ;954286;80058К
2135;ЕТ79;954250;44994К
2135;ЕТ79;954238;56567Р
2135;ЕТ79;954230;38789
2135;ЕТ79;954222;20176
2135;ЕТ79;954182;91041
2135;ЕТ79;954152;96036
2135;ЕТ79;954150;99149
2135;ЕТ79;954128;37127Р
2135;ЕТ79;954094;90112
2135;ЕТ79;954042;56323В
2083;ЕТX/5;954012;17856Б
2082;ЕТX/7;954178;95976Б
2082;ЕТX/7;954150;99149
2082;ЕТX/7;954080;62316Б
2082;ЕТX/7;954046;13242К
2082;ЕТX/7;954036;14869В
2082;ЕТX/7;954014;54339
2082;ЕТX/7;954012;17856Б
2083;ЕТX/5;953938;81987
2083;ЕТX/5;953934;4301
2083;ЕТX/5;953822;21350Р
2082;ЕТX/7;954026;90727
2082;ЕТX/7;954024;64275
2082;ЕТX/7;954004;65302
2082;ЕТX/7;953996;38740
2082;ЕТX/7;953962;49961Р
2082;ЕТX/7;953944;67062К
2082;ЕТX/7;953878;79157Р
2082;ЕТX/7;953874;43977К
2082;ЕТX/7;953824;56612Р
2082;ЕТX/7;953822;21350Р
2135;ЕТ79;953986;97685
2135;ЕТ79;953968;64487Р
2135;ЕТ79;953922;401
2135;ЕТ79;953918;49032Б
2135;ЕТ79;953882;26192Р
2135;ЕТ79;953880;8516Р
2135;ЕТ79;953864;10563
2135;ЕТ79;953820;40455Б
2135;ЕТ79;953724;13722
2083;ЕТX/5;953986;97685
2083;ЕТX/5;953982;13513
2083;ЕТX/5;953870;99830Р
2083;ЕТX/5;953836;68046
2083;ЕТX/5;953820;40455Б
2083;ЕТX/5;953774;43468
2083;ЕТX/5;953766;69171
2083;ЕТX/5;953764;53282Р
2083;ЕТX/5;953742;28644
2083;ЕТX/5;953730;43565
2083;ЕТX/5;953712;85056
1757;РЛ;953966;40432
1757;РЛ;953762;21684К
2135;ЕТ79;953804;94322Р
2135;ЕТ79;953782;57547В
2135;ЕТ79;953756;90276
2135;ЕТ79;953738;30768
2135;ЕТ79;953672;36926
2135;ЕТ79;953666;29827В
2135;ЕТ79;953632;43591
2135;ЕТ79;953630;10695К
2135;ЕТ79;953626;43749Б
2135;ЕТ79;953586;85873
2135;ЕТ79;953550;67616
2083;ЕТX/5;953698;17049К
2083;ЕТX/5;953664;14264
2083;ЕТX/5;953550;67616
2082;ЕТX/7;953524;26884В
1757;РЛ;953758;99318К
1757;РЛ;953544;1421
2135;ЕТ79;953678;43224
2135;ЕТ79;953636;18224
2135;ЕТ79;953562;87596
2135;ЕТ79;953548;35058К
2135;ЕТ79;953532;56321
2135;ЕТ79;953522;93519Б
2083;ЕТX/5;953684;48639К
2083;ЕТX/5;953636;18224
2083;ЕТX/5;953628;20566В
2083;ЕТX/5;953624;15184В
2083;ЕТX/5;953604;56509
2083;ЕТX/5;953572;50389
2083;ЕТX/5;953566;34974Б
2083;ЕТX/5;953506;68456Р
2083;ЕТX/5;953492;98055Б
1757;РЛ;953648;3182
1757;РЛ;953494;6365Р
2135;ЕТ79;953500;88551Б
2135;ЕТ79;953458;71411
2135;ЕТ79;953456;40756
2135;ЕТ79;953376;45337
2135;ЕТ79;953358;90737
2135;ЕТ79;953350;41393Р
2135;ЕТ79;953288;94552
2135;ЕТ79;953278;58787
2135;ЕТ79;953254;17815
2082;ЕТX/7;953460;10221
2082;ЕТX/7;953352;6253
2082;ЕТX/7;953268;35236В
2083;ЕТX/5;953342;47576Р
2083;ЕТX/5;953330;2261Р
2083;ЕТX/5;953306;40333
2082;ЕТX/7;953452;41029
2082;ЕТX/7;953412;81379В
2082;ЕТX/7;953394;64443К
2082;ЕТX/7;953374;27505В
2082;ЕТX/7;953354;14834Р
2082;ЕТX/7;953342;47576Р
2082;ЕТX/7;953330;2261Р
2082;ЕТX/7;953306;40333
2135;ЕТ79;953442;96316
2135;ЕТ79;953432;49263
2135;ЕТ79;953406;92519
2135;ЕТ79;953404;25354В
2135;ЕТ79;953346;65902
2135;ЕТ79;953314;79612
2135;ЕТ79;953282;67539К
2135;ЕТ79;953266;50988К
2135;ЕТ79;953234;59332
2083;ЕТX/5;953292;30228
2082;ЕТX/7;953340;80130К
2082;ЕТX/7;953316;86591Р
2082;ЕТX/7;953292;30228
2135;ЕТ79;953270;9113
2135;ЕТ79;953198;6060К
2135;ЕТ79;953186;28511
2135;ЕТ79;953128;59542
2083;ЕТX/5;953220;62525Р
2083;ЕТX/5;953184;71047В
2083;ЕТX/5;953158;81600
2083;ЕТX/5;953148;12678
2135;ЕТ79;953212;5157Б
2135;ЕТ79;953204;8597Р
2083;ЕТX/5;953206;96070
2083;ЕТX/5;953178;16074Б
2083;ЕТX/5;953154;52358
2083;ЕТX/5;953146;7055
1757;РЛ;953156;79069
2135;ЕТ79;953090;56616
2135;ЕТ79;953086;78886В
2135;ЕТ79;953064;46352Р
2135;ЕТ79;953036;29698
2135;ЕТ79;952992;91294
2135;ЕТ79;952946;47311
2135;ЕТ79;952922;12503Р
2082;ЕТX/7;953076;34555
2082;ЕТX/7;953012;31607
2082;ЕТX/7;952994;14177Р
2082;ЕТX/7;952962;68284В
2082;ЕТX/7;952926;64169
2135;ЕТ79;953074;35980
2135;ЕТ79;953060;94641
2135;ЕТ79;953008;85571
2135;ЕТ79;952968;36493
2135;ЕТ79;952904;79113К
2135;ЕТ79;952902;11200
2082;ЕТX/7;953056;70966В
2082;ЕТX/7;953054;94758
2082;ЕТX/7;952974;52255В
2082;ЕТX/7;952944;54916
2082;ЕТX/7;952900;2207Р
2082;ЕТX/7;952890;29891Р
2083;ЕТX/5;952892;76083
2083;ЕТX/5;952882;96730
2083;ЕТX/5;952870;63661
2083;ЕТX/5;952828;74515
2082;ЕТX/7;952834;357
2082;ЕТX/7;952816;62203
2082;ЕТX/7;952804;31651
1757;РЛ;952862;36945Б
2135;ЕТ79;952650;80869
2083;ЕТX/5;952788;93309
2083;ЕТX/5;952782;5592К
2083;ЕТX/5;952766;22967
2083;ЕТX/5;952746;16326Б
2083;ЕТX/5;952722;15496
2083;ЕТX/5;952716;70469
2083;ЕТX/5;952706;59597
2083;ЕТX/5;952684;26119В
2083;ЕТX/5;952674;71855
2083;ЕТX/5;952664;23465Р
1757;РЛ;952688;51223
2083;ЕТX/5;952630;68366Р
2083;ЕТX/5;952486;60542
2082;ЕТX/7;952540;21322В
2082;ЕТX/7;952532;19256
2082;ЕТX/7;952520;82988
2082;ЕТX/7;952516;18755
2082;ЕТX/7;952512;16221К
2082;ЕТX/7;952496;32916К
2082;ЕТX/7;952464;28159
2082;ЕТX/7;952444;97086К
2082;ЕТX/7;952426;4382
1757;РЛ;952454;12175
2135;ЕТ79;952354;16342
2135;ЕТ79;952292;2944В
2083;ЕТX/5;952386;24871
2083;ЕТX/5;952368;3697
2083;ЕТX/5;952344;2722
2083;ЕТX/5;952338;72512
2083;ЕТX/5;952320;70326Б
2083;ЕТX/5;952312;21837К
2083;ЕТX/5;952288;33386
2083;ЕТX/5;952286;27182Р
2083;ЕТX/5;952264;19686К
1757;РЛ;952378;94608Б
2083;ЕТX/5;952082;89392
2083;ЕТX/5;952066;25769Р
2083;ЕТX/5;952058;76707Б
2083;ЕТX/5;952056;31291
2083;ЕТX/5;952032;64315В
2083;ЕТX/5;952020;688
2083;ЕТX/5;952008;94723
1757;РЛ;952110;21908Р
2083;ЕТX/5;951832;4032Б
2083;ЕТX/5;951830;94012
2083;ЕТX/5;951822;97650Б
2083;ЕТX/5;951790;43489В
2083;ЕТX/5;951782;73937Р
2083;ЕТX/5;951780;70862
2083;ЕТX/5;951764;87338Р
2083;ЕТX/5;951738;11755В
2083;ЕТX/5;951710;83559К
2083;ЕТX/5;951704;79473К
2083;ЕТX/5;951696;10343Р
2083;ЕТX/5;951694;39716
2083;ЕТX/5;951674;42494
2083;ЕТX/5;951670;74675Р
1757;РЛ;951842;32096Р
1757;РЛ;951742;75461
2083;ЕТX/5;951302;47334К
2083;ЕТX/5;951292;10176
2083;ЕТX/5;951284;81419
2083;ЕТX/5;951272;10014
2083;ЕТX/5;951262;90897
2083;ЕТX/5;951224;34797К
2083;ЕТX/5;951218;32824В
2083;ЕТX/5;951208;15705Б
2083;ЕТX/5;951204;87760В
2083;ЕТX/5;951180;12906Б
2083;ЕТX/5;951172;57461
2083;ЕТX/5;951136;16736
2083;ЕТX/5;951134;94564В
2083;ЕТX/5;951096;33162
2083;ЕТX/5;951094;31174
2083;ЕТX/5;951060;89558
2083;ЕТX/5;951058;91145Р
2083;ЕТX/5;950982;50270
2083;ЕТX/5;950922;57476Р
2082;ЕТX/7;951114;96178
2082;ЕТX/7;951094;31174
2082;ЕТX/7;951058;91145Р
2082;ЕТX/7;951030;45798
2082;ЕТX/7;951016;70638
1757;РЛ;951264;24340
1757;РЛ;951158;72925
2135;ЕТ79;950812;89372Р
2135;ЕТ79;950774;81379В
2135;ЕТ79;950756;41181
2135;ЕТ79;950664;41659
2082;ЕТX/7;950832;42540
2082;ЕТX/7;950812;89372Р
2082;ЕТX/7;950802;43510
2082;ЕТX/7;950770;81586В
2082;ЕТX/7;950764;43910
2082;ЕТX/7;950736;60435Б
2082;ЕТX/7;950718;99232
2082;ЕТX/7;950702;21657К
2082;ЕТX/7;950676;9824
1757;РЛ;950826;90037В
2182;ВТ5+Y;1015162;58284Б
2182;ВТ5+Y;1015159;3931
2182;ВТ5+Y;1015163;9772
2182;ВТ5+Y;1015087;3428
2184;ВТ7;1014752;3994
2184;ВТ7;1014594;94553
2184;ВТ7;1014251;15825К
2182;ВТ5+Y;1014897;36575
2182;ВТ5+Y;1014251;15825К
1870;ВТ79+77;1014667;29390
1870;ВТ79+77;1014429;41280
1870;ВТ79+77;1014246;55368Б
2176;ЯТ5;1014667;29390
2184;ВТ7;1014387;57549К
2184;ВТ7;1014159;33168К
2182;ВТ5+Y;1015083;54631В
2182;ВТ5+Y;1015004;64174
2182;ВТ5+Y;1014896;90094
2182;ВТ5+Y;1014895;60781
2182;ВТ5+Y;1014235;67593К
1870;ВТ79+77;1014657;17815
1870;ВТ79+77;1014648;539
1870;ВТ79+77;1014395;41663Р
1870;ВТ79+77;1014387;57549К
1870;ВТ79+77;1014386;16646
1870;ВТ79+77;1014368;78300Б
1870;ВТ79+77;1014159;33168К
2184;ВТ7;1015449;51744К
2184;ВТ7;1014886;65750
2184;ВТ7;1014398;53626
2184;ВТ7;1014161;79656
2184;ВТ7;1014157;35426Р
2184;ВТ7;1014155;42590Р
2182;ВТ5+Y;1015449;51744К
2182;ВТ5+Y;1014399;6348К
2182;ВТ5+Y;1014232;9990Б
2182;ВТ5+Y;1014157;35426Р
2182;ВТ5+Y;1014156;57767
2181;ВТ4;1014155;42590Р
1870;ВТ79+77;1014886;65750
1870;ВТ79+77;1014659;31651
1870;ВТ79+77;1014399;6348К
1870;ВТ79+77;1014398;53626
1870;ВТ79+77;1014388;80513
1870;ВТ79+77;1014229;89250
1870;ВТ79+77;1014157;35426Р
1870;ВТ79+77;1014155;42590Р
1870;ВТ79+77;1014153;18366
2184;ВТ7;1014401;12397
2184;ВТ7;1014389;47196Б
2184;ВТ7;1014193;83567Р
2182;ВТ5+Y;1014227;92522Р
1870;ВТ79+77;1014801;36165К
1870;ВТ79+77;1014800;66763В
1870;ВТ79+77;1014750;51724В
1870;ВТ79+77;1014661;93519Б
1870;ВТ79+77;1014660;53674
1870;ВТ79+77;1014651;51772
1870;ВТ79+77;1014453;51338Р
1870;ВТ79+77;1014403;43382Р
1870;ВТ79+77;1014401;12397
1870;ВТ79+77;1014400;61275К
1870;ВТ79+77;1014390;57527
1870;ВТ79+77;1014389;47196Б
1870;ВТ79+77;1014193;83567Р
1870;ВТ79+77;1014163;18055В
1870;ВТ79+77;1014100;35493
1870;ВТ79+77;1014666;8597Р
1870;ВТ79+77;1014665;66594К
1870;ВТ79+77;1014664;34400Р
1870;ВТ79+77;1014656;2131
1870;ВТ79+77;1014655;38701В
1870;ВТ79+77;1014590;96266Р
1870;ВТ79+77;1014410;45501
1870;ВТ79+77;1014409;71503
1870;ВТ79+77;1014385;78592
1870;ВТ79+77;1014384;7436Р
1870;ВТ79+77;1014383;62909
1870;ВТ79+77;1014382;94204В
1870;ВТ79+77;1014376;22225
2100;ЕТU;1014666;8597Р
2184;ВТ7;1014374;96847
2184;ВТ7;1014366;12182
2184;ВТ7;1014365;56044В
2184;ВТ7;1014364;58452
2184;ВТ7;1014349;7961
2182;ВТ5+Y;1014366;12182
1870;ВТ79+77;1014654;56055К
1870;ВТ79+77;1014374;96847
1870;ВТ79+77;1014366;12182
1870;ВТ79+77;1014365;56044В
1870;ВТ79+77;1014364;58452
1870;ВТ79+77;1014352;6910
1870;ВТ79+77;1014350;72886
1870;ВТ79+77;1014349;7961
1870;ВТ79+77;1014348;31981
1870;ВТ79+77;1014347;94081
1870;ВТ79+77;1014335;63497Р
1870;ВТ79+77;1014178;33635Р
2184;ВТ7;1015452;25800
2184;ВТ7;1015071;9873Б
2184;ВТ7;1014372;75033Б
2184;ВТ7;1014344;43787Р
2182;ВТ5+Y;1015072;38249
2182;ВТ5+Y;1015071;9873Б
2182;ВТ5+Y;1014901;69467
2182;ВТ5+Y;1014361;20895
2182;ВТ5+Y;1014345;57956
2182;ВТ5+Y;1014220;2801Р
2182;ВТ5+Y;1014219;53320
2182;ВТ5+Y;1014216;75050
1870;ВТ79+77;1015452;25800
1870;ВТ79+77;1015071;9873Б
1870;ВТ79+77;1015069;88017
1870;ВТ79+77;1014894;6482Р
1870;ВТ79+77;1014892;91357
1870;ВТ79+77;1014652;32939
1870;ВТ79+77;1014646;49077Б
1870;ВТ79+77;1014372;75033Б
1870;ВТ79+77;1014362;27Б
1870;ВТ79+77;1014361;20895
1870;ВТ79+77;1014351;9669К
1870;ВТ79+77;1014345;57956
1870;ВТ79+77;1014344;43787Р
1870;ВТ79+77;1014219;53320
1870;ВТ79+77;1014218;68072
1870;ВТ79+77;1014180;86759
2184;ВТ7;1014890;50016К
2184;ВТ7;1014887;57132Б
2184;ВТ7;1014360;72875Р
2184;ВТ7;1014357;36659Р
2184;ВТ7;1014226;21255
2184;ВТ7;1014214;56886
2182;ВТ5+Y;1014890;50016К
2182;ВТ5+Y;1014889;92480
2182;ВТ5+Y;1014887;57132Б
2182;ВТ5+Y;1014591;83775К
2182;ВТ5+Y;1014360;72875Р
2182;ВТ5+Y;1014357;36659Р
2182;ВТ5+Y;1014341;30222Б
2182;ВТ5+Y;1014263;34549
2182;ВТ5+Y;1014249;8319К
2182;ВТ5+Y;1014150;86681Р
2182;ВТ5+Y;1014149;11752
1870;ВТ79+77;1015207;63259
1870;ВТ79+77;1014890;50016К
1870;ВТ79+77;1014887;57132Б
1870;ВТ79+77;1014650;46159
1870;ВТ79+77;1014644;90218Р
1870;ВТ79+77;1014591;83775К
1870;ВТ79+77;1014371;62665
1870;ВТ79+77;1014370;44346К
1870;ВТ79+77;1014360;72875Р
1870;ВТ79+77;1014359;14872
1870;ВТ79+77;1014358;43595
1870;ВТ79+77;1014357;36659Р
1870;ВТ79+77;1014342;90078
1870;ВТ79+77;1014341;30222Б
1870;ВТ79+77;1014226;21255
1870;ВТ79+77;1014149;11752
2176;ЯТ5;1014591;83775К
2184;ВТ7;1014891;62513
2184;ВТ7;1014228;99241
2184;ВТ7;1014225;42834К
2184;ВТ7;1014224;93715
2184;ВТ7;1014221;60125
2184;ВТ7;1014148;43108
2184;ВТ7;1014147;53536
2184;ВТ7;1011198;50389
2182;ВТ5+Y;1014888;10064Р
2182;ВТ5+Y;1014228;99241
2182;ВТ5+Y;1014225;42834К
1870;ВТ79+77;1014649;7138В
1870;ВТ79+77;1014642;40478
1870;ВТ79+77;1014641;5592К
1870;ВТ79+77;1014640;71855
1870;ВТ79+77;1014369;8461В
1870;ВТ79+77;1014356;73424Р
1870;ВТ79+77;1014355;30848
1870;ВТ79+77;1014354;43828
1870;ВТ79+77;1014339;25154
1870;ВТ79+77;1014338;71191В
1870;ВТ79+77;1014337;3638Р
1870;ВТ79+77;1014228;99241
1870;ВТ79+77;1014105;78698Р
1870;ВТ79+77;1011198;50389
2176;ЯТ5;1014355;30848
2184;ВТ7;1015454;15626Р
2184;ВТ7;1015073;52090
2184;ВТ7;1014904;24730
2184;ВТ7;1014797;38670
2184;ВТ7;1014340;37455
2184;ВТ7;1014320;29353
2184;ВТ7;1014212;53629
2184;ВТ7;1014211;84490
2184;ВТ7;1014144;68288
2184;ВТ7;1014143;28955Р
2182;ВТ5+Y;1014904;24730
2182;ВТ5+Y;1014211;84490
2182;ВТ5+Y;1014143;28955Р
1870;ВТ79+77;1014633;73429
1870;ВТ79+77;1014544;50686
1870;ВТ79+77;1014340;37455
1870;ВТ79+77;1014331;55952
2184;ВТ7;1015225;20784К
2184;ВТ7;1015224;76378
2184;ВТ7;1015167;27893Р
2184;ВТ7;1015075;17907
2184;ВТ7;1015074;29889Б
2184;ВТ7;1014795;49729
2184;ВТ7;1014772;66251Р
2184;ВТ7;1014343;14458
